A,B,mean(A),mean(B),diff,se,T,df,pval,hedges
Buick,Freightliner,33533.75338753388,0.0,33533.75338753388,,,,,
Buick,GMC,33533.75338753388,43078.840297121635,-9545.086909587757,577.4969482508928,-16.528376363715267,988.4890221693016,0.0,-0.9964778261206743
Buick,Genesis,33533.75338753388,49126.92307692308,-15593.1696893892,1746.2804153615818,-8.929361832280817,87.1099646417143,4.097255867918648e-11,-1.1109146964230825
Buick,Honda,33533.75338753388,27710.97840172786,5822.774985806016,445.03672230642076,13.08380790607402,427.7116199094805,0.0,0.7186952401703728
Buick,Hyundai,33533.75338753388,24322.95008807986,9210.803299454019,455.9641018289066,20.20072032536945,469.8497775984959,0.0,1.1595348977582371
Buick,Infiniti,33533.75338753388,45525.69031377899,-11991.936926245115,551.7612140800742,-21.733925147744777,830.6375428427864,0.0,-1.3863328544844127
Buick,Jaguar,33533.75338753388,54111.72839506173,-20577.97500752785,1285.921450645791,-16.00251321509068,202.36049541222144,0.0,-1.5060809207593517
Buick,Jeep,33533.75338753388,32334.428873985176,1199.3245135487014,452.9455395849147,2.6478338094415905,458.4390408382424,0.7672137979543967,0.14650859685783726
Buick,Kia,33533.75338753388,24375.759197324416,9157.994190209462,468.9979031827504,19.526727365006884,522.8691600043053,7.760458942129844e-14,1.134602269250377
Buick,Land Rover,33533.75338753388,54504.444444444445,-20970.691056910568,1162.7336413127891,-18.035679292149425,353.82594653901106,0.0,-1.4426999942887786
Buick,Lexus,33533.75338753388,42882.28562005277,-9348.53223251889,484.211177457614,-19.3067253870595,588.8560227806294,0.0,-1.1202848830678642
Buick,Lincoln,33533.75338753388,45021.70731707317,-11487.95392953929,807.1394017613602,-14.23292420673552,495.29790445415944,2.530198273120732e-13,-1.1189054888150278
Buick,Mazda,33533.75338753388,27183.67381489842,6350.079572635459,475.25251992866544,13.361485329080622,544.6651805943935,1.3600232051658168e-13,0.8273446740175274
Buick,Mercedes-Benz,33533.75338753388,46790.56814159292,-13256.814754059043,606.2855739360898,-21.865627888841175,1111.0189563622096,0.0,-1.310366227312801
Buick,Mercury,33533.75338753388,29900.0,3633.7533875338777,,,,,
Buick,Mini,33533.75338753388,25813.031914893618,7720.72147264026,601.0525010071616,12.845336238852564,501.29223234546595,1.829647544582258e-13,1.1494588292041623
Buick,Mitsubishi,33533.75338753388,21892.91891891892,11640.834468614958,549.4924804425325,21.184702034939658,624.9301126036729,0.0,1.7152138536690393
Buick,Nissan,33533.75338753388,26456.463001383127,7077.290386150751,455.3291004135208,15.543241975360893,468.00986853346694,6.150635556423367e-14,0.8590228494044642
Buick,Porsche,33533.75338753388,59279.83870967742,-25746.08532214354,1477.4090528887207,-17.42651114246472,146.22469214680336,4.729550084903167e-14,-1.8061160585618685
Buick,Ram,33533.75338753388,41320.847750865054,-7787.094363331176,481.19879956231176,-16.18269698597368,568.5790926451824,0.0,-1.0052482291136948
Buick,Scion,33533.75338753388,18375.454545454544,15158.298842079334,583.3288205384323,25.985856190146254,174.8662987069736,0.0,4.136936167078573
Buick,Smart,33533.75338753388,13500.0,20033.753387533878,590.7471753772509,33.9125673766283,21.909658563583918,2.9976021664879227e-15,13.928770508173605
Buick,Subaru,33533.75338753388,27978.791666666668,5554.96172086721,465.0113504418276,11.945862645264892,505.65816234328076,0.0,0.7045519396978741
Buick,Tesla,33533.75338753388,50899.11504424779,-17365.36165671391,1919.5261026741734,-9.046692114538837,123.95478697453095,1.6876500197327005e-12,-0.9711391324711
Buick,Toyota,33533.75338753388,28624.735468304454,4909.017919229424,448.17737831823973,10.953292505860594,439.90911574078206,2.184918912462308e-13,0.592742305194005
Buick,Volkswagen,33533.75338753388,27287.3133393017,6246.440048232176,484.05615314138356,12.904370717518201,584.3737016085342,0.0,0.7744384108920931
Buick,Volvo,33533.75338753388,44907.79661016949,-11374.043222635613,616.8417780060881,-18.43915835176027,647.9250867226899,0.0,-1.4384953160222997
Cadillac,Chevrolet,51441.4168190128,34875.39828353465,16566.01853547815,673.715749388951,24.58903261576303,684.9126911769141,0.0,1.138858617257845
Cadillac,Chrysler,51441.4168190128,35208.75488069414,16232.661938318655,688.2175601063672,23.586526818365144,722.8589843864463,3.2862601528904634e-14,1.4901368520457228
Cadillac,Dodge,51441.4168190128,32108.071500503524,19333.345318509273,669.9342737670897,28.858570274060543,667.026056861593,7.716050021144838e-14,1.535871975527232
Cadillac,Fiat,51441.4168190128,21668.18181818182,29773.235000830977,807.8693163084364,36.85402378800565,341.9757901225407,0.0,4.796405336615624
Cadillac,Ford,51441.4168190128,33066.46001239926,18374.95680661354,656.2679397545122,27.999168774703506,617.8195288190603,2.007283228522283e-13,1.294423255421318
Cadillac,Freightliner,51441.4168190128,0.0,51441.4168190128,,,,,
Cadillac,GMC,51441.4168190128,43078.840297121635,8362.576521891162,744.7110191174198,11.229290700978094,958.4837110852241,0.0,0.5893088059872956
Cadillac,Genesis,51441.4168190128,49126.92307692308,2314.4937420897186,1808.4764487908685,1.2798030870886756,100.00378722470666,0.9999985623477042,0.1547101638450479
Cadillac,Honda,51441.4168190128,27710.97840172786,23730.438417284935,647.4175321668807,36.65399412008523,585.4422116127257,0.0,1.6939752671962685
Cadillac,Hyundai,51441.4168190128,24322.95008807986,27118.466730932938,654.9771285414882,41.40368502839282,612.693771625164,0.0,2.0341563656284287
